Model,Task,Accuracy
tokyotech-llm/Llama-3-Swallow-8B-v0.1,irregular_plural_subject_verb_agreement_2,0.815
tokyotech-llm/Llama-3-Swallow-8B-v0.1,left_branch_island_echo_question,0.569
tokyotech-llm/Llama-3-Swallow-8B-v0.1,left_branch_island_simple_question,0.845
tokyotech-llm/Llama-3-Swallow-8B-v0.1,matrix_question_npi_licensor_present,0.519
tokyotech-llm/Llama-3-Swallow-8B-v0.1,npi_present_1,0.604
tokyotech-llm/Llama-3-Swallow-8B-v0.1,npi_present_2,0.701
tokyotech-llm/Llama-3-Swallow-8B-v0.1,only_npi_licensor_present,0.941
tokyotech-llm/Llama-3-Swallow-8B-v0.1,only_npi_scope,0.703
tokyotech-llm/Llama-3-Swallow-8B-v0.1,passive_1,0.734
tokyotech-llm/Llama-3-Swallow-8B-v0.1,passive_2,0.714
tokyotech-llm/Llama-3-Swallow-8B-v0.1,principle_A_c_command,0.765
tokyotech-llm/Llama-3-Swallow-8B-v0.1,principle_A_case_1,1.0
tokyotech-llm/Llama-3-Swallow-8B-v0.1,principle_A_case_2,0.884
tokyotech-llm/Llama-3-Swallow-8B-v0.1,principle_A_domain_1,0.995
tokyotech-llm/Llama-3-Swallow-8B-v0.1,principle_A_domain_2,0.761
tokyotech-llm/Llama-3-Swallow-8B-v0.1,principle_A_domain_3,0.608
tokyotech-llm/Llama-3-Swallow-8B-v0.1,principle_A_reconstruction,0.476
tokyotech-llm/Llama-3-Swallow-8B-v0.1,regular_plural_subject_verb_agreement_1,0.907
tokyotech-llm/Llama-3-Swallow-8B-v0.1,regular_plural_subject_verb_agreement_2,0.87
tokyotech-llm/Llama-3-Swallow-8B-v0.1,sentential_negation_npi_licensor_present,0.99
tokyotech-llm/Llama-3-Swallow-8B-v0.1,sentential_negation_npi_scope,0.659
tokyotech-llm/Llama-3-Swallow-8B-v0.1,sentential_subject_island,0.501
tokyotech-llm/Llama-3-Swallow-8B-v0.1,superlative_quantifiers_1,0.911
tokyotech-llm/Llama-3-Swallow-8B-v0.1,superlative_quantifiers_2,0.839
tokyotech-llm/Llama-3-Swallow-8B-v0.1,tough_vs_raising_1,0.733
tokyotech-llm/Llama-3-Swallow-8B-v0.1,tough_vs_raising_2,0.782
tokyotech-llm/Llama-3-Swallow-8B-v0.1,transitive,0.729
tokyotech-llm/Llama-3-Swallow-8B-v0.1,wh_island,0.793
tokyotech-llm/Llama-3-Swallow-8B-v0.1,wh_questions_object_gap,0.835
tokyotech-llm/Llama-3-Swallow-8B-v0.1,wh_questions_subject_gap,0.903
tokyotech-llm/Llama-3-Swallow-8B-v0.1,wh_questions_subject_gap_long_distance,0.886
tokyotech-llm/Llama-3-Swallow-8B-v0.1,wh_vs_that_no_gap,0.957
tokyotech-llm/Llama-3-Swallow-8B-v0.1,wh_vs_that_no_gap_long_distance,0.957
tokyotech-llm/Llama-3-Swallow-8B-v0.1,wh_vs_that_with_gap,0.356
tokyotech-llm/Llama-3-Swallow-8B-v0.1,wh_vs_that_with_gap_long_distance,0.279
